2024-12-07 14:48:53.953617,0x433aafcc,21.709808,26.762804,917.33014,70.214676,184,-2.5,5,-107,5
2024-12-07 14:48:53.969121,0x433bc2b0,21.904305,32.054417,917.65405,408.1874,119,5.5,3,-84,3
2024-12-07 14:48:54.252972,0x433aad0c,22.036257,32.690598,917.3281,348.2917,102,6.25,3,-45,3
2024-12-07 14:49:40.902251,0x433abf20,22.222713,28.615314,917.2852,203.37636,,0.75,3,-101,3
2024-12-07 14:50:03.356375,0x433aafcc,21.440094,28.316978,917.3486,74.34377,256,-8.5,5,-110,5
2024-12-07 14:50:29.611150,0x433abf20,22.375862,29.77387,917.26685,199.57123,1,1.0,3,-101,3
2024-12-07 14:50:31.783349,0x433b0098,19.312239,35.392372,917.7905,212.89856,154,5.5,2,-78,2
2024-12-07 14:50:35.200803,0x433ad35c,23.262136,30.789396,916.5176,134.93178,9,5.75,3,-92,3
2024-12-07 14:51:02.184316,0x433aafcc,21.315508,28.474354,917.32605,79.97307,337,-7.5,5,-109,5
2024-12-07 14:51:30.573737,0x433abf20,22.276855,29.797655,917.2392,202.77228,,1.0,3,-100,3
2024-12-07 14:52:02.224825,0x433bc2b0,21.509775,32.806282,917.5991,408.93002,118,6.0,3,-82,3
2024-12-07 14:52:05.481234,0x433aad0c,22.161156,32.153416,917.2796,350.1431,101,5.75,3,-47,3
2024-12-07 14:52:06.582994,0x433aafcc,21.152012,27.19769,917.29614,87.707085,332,0.25,4,-101,5
2024-12-07 14:53:02.028291,0x433aafcc,20.99235,28.100443,917.28217,94.13926,318,-5.75,5,-108,5
2024-12-07 14:53:04.771269,0x433abf20,22.112667,29.791801,917.232,205.82915,2,,3,-102,3
2024-12-07 14:53:30.966718,0x433b0098,19.960447,34.506752,917.745,211.00313,152,6.25,2,-78,2
2024-12-07 14:53:34.712491,0x433ad35c,23.277927,29.943672,916.46234,136.4651,16,4.5,3,-93,3
2024-12-07 14:54:02.229051,0x433aafcc,20.867838,28.61123,917.2681,97.18986,309,-5.25,5,-107,5
2024-12-07 14:54:04.188190,0x433abf20,22.131514,29.878134,917.2227,209.1076,2,1.0,3,-101,3
2024-12-07 14:55:08.097771,0x433bc2b0,21.601318,31.94979,917.5855,419.61768,115,5.75,3,-79,3
2024-12-07 14:55:10.157980,0x433aad0c,22.103258,32.81,917.2186,344.28665,102,6.5,3,-49,3
2024-12-07 14:56:02.088089,0x433aafcc,20.419449,28.640512,917.19556,110.4401,284,-6.25,5,-109,5
2024-12-07 14:56:03.979720,0x433abf20,21.720732,29.684872,917.1572,214.90031,,-1.75,3,-104,3
2024-12-07 14:56:30.552637,0x433b0098,20.474499,32.874687,917.7334,217.78958,149,5.75,2,-78,2
2024-12-07 14:56:34.859686,0x433ad35c,23.67634,29.669567,916.451,135.80373,26,4.0,3,-93,3
2024-12-07 14:57:02.118667,0x433aafcc,20.323334,28.492159,917.2216,117.84957,272,-4.25,5,-107,5
2024-12-07 14:57:04.196391,0x433abf20,21.567282,30.198479,917.1634,217.64081,,0.25,3,-102,3
2024-12-07 14:58:02.008852,0x433bc2b0,21.95668,29.75204,917.5417,434.2084,111,6.25,3,-77,3
2024-12-07 14:58:05.157823,0x433aad0c,22.707495,31.910896,917.23114,343.56833,102,6.5,3,-42,3
2024-12-07 14:58:06.270908,0x433aafcc,20.14044,29.631952,917.21185,122.52203,264,0.25,4,-100,5
2024-12-07 14:58:10.628944,0x433abf20,21.409182,29.784506,917.1621,222.89944,,-0.75,3,-99,3
2024-12-07 14:59:03.244201,0x433aafcc,20.152588,29.77792,917.225,124.626595,256,-6.0,5,-102,5
2024-12-07 14:59:34.717686,0x433ad35c,23.638561,26.371727,916.41766,154.10175,21,3.0,3,-98,3
2024-12-07 14:59:36.803246,0x433abf20,21.460283,29.386953,917.1836,225.55066,,-2.0,3,-103,3
2024-12-07 14:59:39.620166,0x433acb14,22.454449,30.447525,916.73395,10.596779,168,-1.25,3,-103,3
2024-12-07 14:59:43.077182,0x433b0098,20.92214,31.766731,917.74817,231.46313,142,6.5,2,-80,2
2024-12-07 15:00:36.954006,0x433abf20,21.654135,29.45316,917.1569,225.10442,,-1.25,3,-103,3
2024-12-07 15:00:40.582482,0x433acb14,22.449446,30.37464,916.74304,18.816904,203,-0.75,3,-102,3
2024-12-07 15:01:05.763991,0x433aad0c,22.655893,28.640642,917.1979,436.04602,75,6.0,3,-41,3
2024-12-07 15:01:09.602506,0x433bc2b0,21.964039,30.084896,917.5427,449.25092,105,5.25,3,-79,3
2024-12-07 15:01:22.800110,0x433aafcc,20.295849,29.435518,917.22015,130.67737,266,-5.75,5,-104,5
2024-12-07 15:01:39.007666,0x433acb14,22.472664,30.376616,916.738,26.829561,253,0.5,3,-100,3
2024-12-07 15:02:07.394649,0x433abf20,21.804201,29.824099,917.1531,218.47664,,-4.75,3,-102,3
2024-12-07 15:02:23.847884,0x433aafcc,20.351765,29.403574,917.20636,136.22449,261,-2.75,5,-103,5
2024-12-07 15:02:34.917037,0x433ad35c,23.529816,26.590744,916.3874,152.01175,37,5.25,3,-82,3
2024-12-07 15:02:39.270910,0x433acb14,22.467396,29.471642,916.71497,36.001476,313,0.25,3,-99,3
2024-12-07 15:02:44.759078,0x433b0098,21.061033,30.955414,917.666,251.27028,135,5.5,2,-82,2
2024-12-07 15:03:08.992068,0x433abf20,21.531982,29.55215,917.1671,226.74933,,-1.25,3,-102,3
2024-12-07 15:03:22.716495,0x433aafcc,20.127724,30.669674,917.2157,140.23108,255,-2.5,5,-104,5
2024-12-07 15:03:39.081042,0x433acb14,22.29873,29.008913,916.7182,44.499187,379,1.5,3,-100,3
2024-12-07 15:04:02.152989,0x433bc2b0,21.763062,30.047373,917.5243,490.41858,91,6.25,3,-79,3
2024-12-07 15:04:05.551540,0x433aad0c,22.446115,28.241508,917.1864,481.87946,62,6.25,3,-45,3
2024-12-07 15:04:19.422303,0x433abf20,21.230791,29.034447,917.1456,234.37857,,,3,-102,3
2024-12-07 15:04:23.039922,0x433aafcc,20.082094,31.279491,917.20294,139.29466,253,-4.5,5,-107,5
2024-12-07 15:04:40.822494,0x433acb14,21.981234,29.141178,916.69556,52.530815,371,1.5,3,-100,3
2024-12-07 15:05:20.380695,0x433abf20,21.087276,29.844341,917.1541,229.33931,,-2.25,3,-104,3
2024-12-07 15:05:23.111436,0x433aafcc,20.121761,31.711615,917.20087,139.64435,250,-5.5,5,-108,5
2024-12-07 15:05:35.203919,0x433ad35c,23.051332,26.92089,916.3787,155.81557,39,6.5,3,-86,3
2024-12-07 15:05:39.274598,0x433acb14,21.577114,29.365181,916.73157,62.583447,353,-1.25,3,-102,3
